,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,load_day,loads,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads
83717,2018-12-14,Friday,2018,12115,C0090793,Fleet,triple g trucking,Baldwin Park,CA,"[""dryvan""]",6.0,yes,no,Other,2017-08-10 16:33:03+00:00,2018-12-20 18:28:47+00:00,497.0,no,,2018-06-13,2018-12-14,1,37,0,37,64,0,64
83718,2017-05-18,Thursday,2017,632,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-04,2017-05-18,1,0,0,0,113,0,113
83719,2019-12-09,Monday,2019,21350,U0109015,Owner Operator,CA&F TRUCKING,Maywood,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-04-08 18:19:00+00:00,2019-04-22 18:49:47+00:00,14.0,yes,,2019-10-24,2019-12-09,1,0,438,438,0,45,45
83720,2020-12-26,Saturday,2020,23107,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-15,2020-12-26,9,14,38,52,21,115,136
83721,2015-12-21,Monday,2015,146,U0090185,Owner Operator,iDC,City of Industry,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-11-30 06:33:53+00:00,,,no,,2015-11-18,2015-12-21,1,0,0,0,117,0,117
83722,2020-03-26,Thursday,2020,15913,C0091573,Fleet,Global Express Trucking Corp.,San Diego,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,no,Other,2018-02-09 18:42:22+00:00,2021-02-06 02:22:17+00:00,1092.0,no,,2018-11-07,2020-03-26,1,2,0,2,419,0,419
83723,2019-03-07,Thursday,2019,17716,U0105455,Owner Operator,MIGUEL VALADEZ,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2019-01-03 23:25:43+00:00,2019-01-04 17:34:44+00:00,0.0,no,,2019-01-06,2019-03-07,1,3,0,3,133,0,133
83724,2020-05-13,Wednesday,2020,13975,U0102267,Owner Operator,Persistence llc ,Huntington Park,CA,"[""poweronly""]",1.0,not specified,yes,Other,2018-09-01 18:15:28+00:00,2020-01-06 17:42:46+00:00,491.0,yes,,2020-01-07,2020-05-13,1,4,53,57,8,0,8
83725,2019-07-14,Sunday,2019,15953,U0103992,Owner Operator,cbj transport,South El Monte,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-11-08 05:36:38+00:00,2019-03-27 18:45:39+00:00,139.0,no,,2018-11-18,2019-07-14,1,49,0,49,65,0,65
83726,2020-12-17,Thursday,2020,37027,C0098542,Fleet,Honest Brothers Transportation Inc,Los Angeles,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-11-30 17:21:25+00:00,2020-11-30 17:42:51+00:00,0.0,no,,2020-12-03,2020-12-17,1,13,0,13,20,39,59
83727,2018-11-20,Tuesday,2018,15912,C0091573,Fleet,Global Express Trucking Corp.,San Diego,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,no,Other,2018-02-09 18:42:22+00:00,2021-02-06 02:22:17+00:00,1092.0,no,,2018-11-06,2018-11-20,1,2,0,2,180,0,180
83728,2016-04-08,Friday,2016,601,C0090097,Fleet,Axel Riveras Trucking,Fontana,CA,"[""dryvan""]",2.0,not specified,no,Other,2016-03-10 18:51:32+00:00,2019-02-28 18:44:07+00:00,1084.0,no,,2016-03-18,2016-04-08,1,0,0,0,8,0,8
83729,2020-06-25,Thursday,2020,25873,C0095171,Fleet,FTS EXPRESS INC,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,no,Other,2019-05-02 22:28:07+00:00,2019-05-02 22:32:22+00:00,0.0,no,,2019-07-25,2020-06-25,1,3,0,3,164,0,164
83730,2016-05-04,Wednesday,2016,880,C0090155,Fleet,Asmara Transportation,Los Angeles,CA,"[""dryvan""]",4.0,not specified,no,Other,2016-04-28 22:22:37+00:00,,,no,,2016-04-28,2016-05-04,1,0,0,0,14,0,14
83731,2019-01-23,Wednesday,2019,16108,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2018-11-27,2019-01-23,1,7,0,7,110,0,110
83732,2017-01-03,Tuesday,2017,612,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2017-01-03,1,0,0,0,159,0,159
83733,2017-05-19,Friday,2017,1321,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-07-29,2017-05-19,1,0,0,0,74,0,74
83734,2020-10-10,Saturday,2020,14694,U0102902,Owner Operator,JA SY Trucking,Compton,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-09-26 17:47:28+00:00,2019-08-23 01:42:37+00:00,330.0,no,,2018-11-07,2020-10-10,2,164,88,252,126,3,129
83735,2016-12-21,Wednesday,2016,1412,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-18,2016-12-21,1,0,0,0,115,0,115
83736,2020-08-12,Wednesday,2020,32167,U0119262,Owner Operator,Lagosian Transport ,Compton,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-12-31 21:32:50+00:00,2020-01-09 00:43:58+00:00,8.0,no,,2020-02-04,2020-08-12,1,38,267,305,2,19,21
83737,2020-05-14,Thursday,2020,17391,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2020-05-14,1,56,0,56,45,0,45
83738,2020-12-01,Tuesday,2020,36528,C0095716,Fleet,Northeast Southwest Logistics,Bakersfield,CA,"[""dryvan"", ""poweronly""]",6.0,not specified,no,Other,2019-06-24 19:10:32+00:00,2019-06-24 19:11:30+00:00,0.0,no,,2020-10-27,2020-12-01,2,5,6,11,0,0,0
83739,2018-07-13,Friday,2018,10803,C0091553,Fleet,C & A Dedicated Trucking Service,Los Angeles,CA,"[""dryvan""]",4.0,not specified,no,Other,2018-02-06 18:24:33+00:00,,,no,,2018-04-06,2018-07-13,1,117,0,117,2,0,2
83740,2021-02-08,Monday,2021,37334,C0098263,Fleet,EAX EXPRESS INC,Fontana,CA,"[""poweronly""]",6.0,not specified,no,Other,2020-10-01 18:25:35+00:00,2020-10-01 21:08:45+00:00,0.0,no,,2021-01-12,2021-02-08,1,0,0,0,0,38,38
83741,2020-05-20,Wednesday,2020,27422,C0095443,Fleet,White Rhino INC.,Lynwood,CA,"[""poweronly""]",6.0,not specified,yes,Mobile,2019-05-24 05:22:06+00:00,2019-07-12 21:56:48+00:00,49.0,yes,,2019-08-26,2020-05-20,1,24,211,235,5,2,7
83742,2020-07-16,Thursday,2020,12994,C0092655,Fleet,Jose A Martinez,Commerce,CA,"[""dryvan"", ""poweronly""]",5.0,yes,no,Other,2018-07-24 21:29:39+00:00,2019-10-08 15:33:18+00:00,440.0,no,,2018-07-25,2020-07-16,1,15,0,15,287,0,287
83743,2020-06-10,Wednesday,2020,34374,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2020-05-08,2020-06-10,1,0,0,0,8,0,8
83744,2019-12-24,Tuesday,2019,16307,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-11-30,2019-12-24,1,7,0,7,13,0,13
83745,2021-02-05,Friday,2021,11435,U0100114,Owner Operator,N G A Trucking LLC,Anaheim,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-05-07 18:59:11+00:00,2020-11-11 01:45:09+00:00,918.0,no,,2018-10-24,2021-02-05,1,75,45,120,11,0,11
83746,2017-08-22,Tuesday,2017,7459,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-10,2017-08-22,1,0,0,0,82,0,82
83747,2020-12-07,Monday,2020,36407,U0122754,Owner Operator,XU TRUCKING INC,Eastvale,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-10 20:11:56+00:00,2020-10-10 20:16:25+00:00,0.0,yes,,2020-10-13,2020-12-07,3,0,1,1,0,238,238
83748,2020-12-23,Wednesday,2020,36857,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2020-11-16,2020-12-23,1,2,59,61,1,6,7
83749,2019-10-31,Thursday,2019,28264,C0096446,Fleet,ROADMOND LOGISTICS INC.,San Diego,CA,"[""dryvan"", ""poweronly""]",31.0,yes,no,Other,2019-09-13 16:22:24+00:00,2019-09-13 16:24:44+00:00,0.0,no,,2019-09-11,2019-10-31,7,0,0,0,931,0,931
83750,2020-08-28,Friday,2020,33666,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-03-12,2020-08-28,1,0,0,0,2,0,2
83751,2020-12-25,Friday,2020,37066,C0094312,Fleet,MAKER TRANSPORT INC,Bloomington,CA,"[""poweronly""]",2.0,not specified,no,Other,2019-01-28 16:37:02+00:00,2019-01-28 16:37:15+00:00,0.0,no,,2020-12-04,2020-12-25,1,0,0,0,46,0,46
83752,2017-02-24,Friday,2017,4541,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-01-16,2017-02-24,1,7,0,7,842,0,842
83753,2019-06-11,Tuesday,2019,21276,U0108942,Owner Operator,M.S.D trucking,El Monte,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-04-06 04:17:07+00:00,2019-05-15 20:06:36+00:00,39.0,no,,2019-05-28,2019-06-11,1,0,1,1,106,0,106
83754,2021-01-08,Friday,2021,36558,C0098360,Fleet,Florentino Moya,Los Angeles,CA,"[""poweronly""]",6.0,yes,yes,Other,2020-10-19 21:30:08+00:00,2020-10-20 18:08:31+00:00,0.0,yes,,2020-10-26,2021-01-08,1,10,73,83,0,0,0
83755,2018-08-16,Thursday,2018,9587,U0098588,Owner Operator,Tito express trucking,Los Angeles,CA,"[""boxtruck""]",1.0,not specified,no,Other,2018-01-24 15:24:59+00:00,2019-04-09 20:36:57+00:00,440.0,no,,2018-04-24,2018-08-16,2,103,0,103,95,0,95
83756,2017-01-06,Friday,2017,1416,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-18,2017-01-06,1,0,0,0,45,0,45
83757,2020-09-23,Wednesday,2020,34946,U0121572,Owner Operator,"CHEO'S TRUCKING, INC. ",Perris,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-06-11 17:42:51+00:00,2020-06-30 18:16:08+00:00,19.0,yes,,2020-07-02,2020-09-23,5,0,378,378,0,204,204
83758,2020-07-03,Friday,2020,32538,U0119606,Owner Operator,Chacon Trucking,Torrance,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-01-15 05:42:30+00:00,2020-02-14 19:25:47+00:00,30.0,yes,,2020-05-18,2020-07-03,1,0,135,135,0,98,98
83759,2021-01-09,Saturday,2021,30222,U0117613,Owner Operator,Rosas Transport,Santa Fe Springs,CA,"[""poweronly""]",1.0,not specified,yes,Mobile,2019-11-01 06:17:20+00:00,2019-12-05 19:28:34+00:00,34.0,yes,,2020-06-03,2021-01-09,3,1,253,254,0,3,3
83760,2019-11-28,Thursday,2019,28915,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2019-10-02,2019-11-28,1,37,96,133,11,10,21
83761,2020-11-23,Monday,2020,35780,C0098119,Fleet,JCG Express LLC,Los Angeles,CA,"[""poweronly""]",5.0,yes,yes,Other,2020-08-25 15:46:11+00:00,2020-08-25 20:53:06+00:00,0.0,yes,,2020-09-19,2020-11-23,1,0,38,38,0,0,0
83762,2019-11-25,Monday,2019,10740,U0099576,Owner Operator,JLA transport,Downey,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-03-30 04:55:43+00:00,2020-04-01 14:24:18+00:00,733.0,no,,2018-04-23,2019-11-25,3,902,98,1000,144,2,146
83763,2016-06-24,Friday,2016,237,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2015-01-26,2016-06-24,1,0,0,0,114,0,114
83764,2018-11-12,Monday,2018,7064,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-20,2018-11-12,1,151,0,151,354,0,354
83765,2019-12-07,Saturday,2019,17811,U0105544,Owner Operator,Jose oregon,Fontana,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-07 22:41:22+00:00,2019-01-15 21:53:53+00:00,7.0,yes,,2019-05-02,2019-12-07,1,194,2,196,3,0,3
83766,2020-02-06,Thursday,2020,22478,U0110113,Owner Operator,Nelsons Deliveries ,Los Angeles,CA,"[""boxtruck""]",1.0,not specified,no,Mobile,2019-05-06 01:04:10+00:00,2019-05-08 16:12:21+00:00,2.0,no,,2019-05-22,2020-02-06,1,2,0,2,845,0,845
83767,2020-12-30,Wednesday,2020,4516,C0090399,Fleet,ABF FREIGHT,Fort Smith,AR,"[""dryvan""]",2.0,not specified,no,Other,2017-01-10 17:54:42+00:00,,,no,,2018-07-31,2020-12-30,1,0,0,0,1255,0,1255
83768,2020-01-28,Tuesday,2020,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2020-01-28,8,0,0,0,2671,0,2671
83769,2021-01-12,Tuesday,2021,34800,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-07-01,2021-01-12,2,0,0,0,0,0,0
83770,2020-11-11,Wednesday,2020,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2020-11-11,1,0,0,0,2671,0,2671
83771,2021-01-05,Tuesday,2021,15873,U0103922,Owner Operator,R.W.L. EXPRESS,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-11-06 00:38:31+00:00,2019-08-16 16:55:36+00:00,283.0,yes,,2018-11-06,2021-01-05,2,37,286,323,5,30,35
83772,2020-08-10,Monday,2020,35572,C0092379,Fleet,Dong Fang Marketing Inc,Baldwin Park,CA,"[""dryvan""]",16.0,not specified,no,Other,2018-06-11 23:04:58+00:00,2019-10-22 18:35:55+00:00,497.0,no,,2020-08-10,2020-08-10,1,1,0,1,0,0,0
83773,2019-02-27,Wednesday,2019,5119,U0094630,Owner Operator,Hevia Tranport,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Other,2017-02-07 14:00:25+00:00,2018-11-29 17:13:22+00:00,660.0,no,,2018-12-03,2019-02-27,4,0,0,0,390,0,390
83774,2020-12-30,Wednesday,2020,37020,U0123303,Owner Operator,WXX TRUCKING INC,Mission Viejo,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-11-30 04:25:13+00:00,2020-12-14 22:44:30+00:00,14.0,yes,,2020-12-16,2020-12-30,5,0,187,187,0,13,13
83775,2020-06-11,Thursday,2020,3696,U0093549,Owner Operator,Coming express inc,Walnut,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-10-15 03:21:22+00:00,2019-05-30 18:32:45+00:00,957.0,no,,2018-05-29,2020-06-11,1,17,0,17,42,7,49
83776,2019-03-01,Friday,2019,19252,C0094439,Fleet,Power Source Logistics inc,Fontana,CA,"[""poweronly""]",2.0,not specified,no,Other,2019-02-08 23:53:49+00:00,2019-02-08 23:56:17+00:00,0.0,no,,2019-02-12,2019-03-01,1,0,0,0,46,0,46
83777,2020-04-19,Sunday,2020,15666,U0103746,Owner Operator,iraheta logistics,Moreno Valley,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-10-29 23:21:11+00:00,2019-05-28 17:03:27+00:00,210.0,yes,,2019-11-29,2020-04-19,1,14,691,705,0,52,52
83778,2019-10-24,Thursday,2019,25651,U0113144,Owner Operator,ARS TRUCKING LLC,Norwalk,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-07-15 10:21:17+00:00,2019-09-30 14:25:08+00:00,77.0,no,,2019-10-02,2019-10-24,5,10,140,150,0,14,14
83779,2020-10-23,Friday,2020,26609,C0095984,Fleet,WESTERN CONTAIN TRANSPORTATION LLC,Los Angeles,CA,"[""poweronly""]",4.0,yes,yes,Other,2019-07-24 23:12:10+00:00,2019-07-24 23:13:26+00:00,0.0,yes,,2019-08-03,2020-10-23,6,2,895,897,0,93,93
83780,2019-09-25,Wednesday,2019,17716,U0105455,Owner Operator,MIGUEL VALADEZ,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2019-01-03 23:25:43+00:00,2019-01-04 17:34:44+00:00,0.0,no,,2019-01-06,2019-09-25,1,3,0,3,133,0,133
83781,2018-11-23,Friday,2018,10740,U0099576,Owner Operator,JLA transport,Downey,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-03-30 04:55:43+00:00,2020-04-01 14:24:18+00:00,733.0,no,,2018-04-23,2018-11-23,2,902,98,1000,144,2,146
83782,2020-12-30,Wednesday,2020,34503,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-14,2020-12-30,2,0,0,0,0,0,0
83783,2019-12-05,Thursday,2019,12899,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-07-23,2019-12-05,1,37,0,37,63,0,63
83784,2017-02-22,Wednesday,2017,524,C0090084,Fleet,MC Express Trucking LLC,San Diego,CA,"[""dryvan""]",2.0,not specified,no,Other,2016-03-04 22:50:41+00:00,,,no,,2016-05-04,2017-02-22,1,0,0,0,96,0,96
83785,2020-12-28,Monday,2020,36437,C0097727,Fleet,New opportunities inc ,Los Angeles,CA,"[""poweronly"", ""boxtruck""]",15.0,yes,yes,Mobile,2020-04-18 01:01:13+00:00,2020-05-06 22:09:23+00:00,18.0,no,,2020-10-14,2020-12-28,6,2,72,74,0,1,1
83786,2021-01-05,Tuesday,2021,34481,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-15,2021-01-05,3,0,0,0,0,0,0
83787,2020-07-23,Thursday,2020,17684,C0093547,Fleet,USA Diamonds Trucking,Maywood,CA,"[""poweronly""]",38.0,yes,no,Other,2018-11-12 20:33:34+00:00,2019-03-01 16:49:14+00:00,108.0,no,California (Southern)->California (Northern)|California (Southern)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern),2019-01-06,2020-07-23,1,132,8,140,31,0,31
83788,2018-10-24,Wednesday,2018,6660,U0096031,Owner Operator,METZGEN TRANSPORT,Hawthorne,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-06-05 18:12:12+00:00,2019-02-13 01:01:27+00:00,617.0,no,California (Northern)->California (Central)|California (Central)->California (Northern)|California (Southern)->California (Central),2017-06-09,2018-10-24,1,28,0,28,224,0,224
83789,2017-08-24,Thursday,2017,7191,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2017-07-25,2017-08-24,1,0,0,0,61,0,61
83790,2018-07-28,Saturday,2018,10740,U0099576,Owner Operator,JLA transport,Downey,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-03-30 04:55:43+00:00,2020-04-01 14:24:18+00:00,733.0,no,,2018-04-23,2018-07-28,2,902,98,1000,144,2,146
83791,2018-04-10,Tuesday,2018,7064,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-20,2018-04-10,1,151,0,151,354,0,354
83792,2019-08-06,Tuesday,2019,18323,U0105984,Owner Operator,BETANCOURT TRUCKING,Montebello,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-21 21:24:29+00:00,2019-01-21 21:28:13+00:00,0.0,no,,2019-01-24,2019-08-06,1,0,0,0,306,0,306
83793,2020-04-13,Monday,2020,17388,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2020-04-13,1,195,0,195,233,0,233
83794,2019-05-02,Thursday,2019,594,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2019-05-02,1,0,0,0,1309,0,1309
83795,2018-12-19,Wednesday,2018,9404,C0091358,Fleet,Exclusive Transport inc,Downey,CA,"[""boxtruck""]",2.0,yes,no,Other,2018-01-15 21:16:33+00:00,2019-02-11 18:33:39+00:00,391.0,no,,2018-01-17,2018-12-19,1,121,0,121,90,0,90
83796,2020-10-17,Saturday,2020,15980,U0104015,Owner Operator,EML Logistics,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-11-09 01:00:59+00:00,2019-10-24 15:38:48+00:00,349.0,yes,,2020-06-11,2020-10-17,1,4,2,6,0,0,0
83797,2018-02-23,Friday,2018,9892,C0091179,Fleet,arcomex,Dinuba,CA,"[""dryvan""]",11.0,yes,no,Other,2017-11-22 19:05:07+00:00,,,no,,2018-02-09,2018-02-23,1,4,0,4,0,0,0
83798,2019-11-06,Wednesday,2019,25651,U0113144,Owner Operator,ARS TRUCKING LLC,Norwalk,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-07-15 10:21:17+00:00,2019-09-30 14:25:08+00:00,77.0,no,,2019-10-02,2019-11-06,2,10,140,150,0,14,14
83799,2018-09-17,Monday,2018,13142,C0092681,Fleet,DP TRUCKING,El Cajon,CA,"[""dryvan""]",3.0,yes,no,Other,2018-08-02 18:16:38+00:00,2019-02-19 20:44:27+00:00,201.0,no,,2018-08-03,2018-09-17,2,8,0,8,23,0,23
83800,2020-05-28,Thursday,2020,21710,U0109384,Owner Operator,TAQWA TRUCKING LLC,Inglewood,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-04-17 23:03:54+00:00,2019-04-17 23:07:54+00:00,0.0,yes,,2019-11-13,2020-05-28,2,0,387,387,0,88,88
83801,2017-10-25,Wednesday,2017,7461,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-10,2017-10-25,2,0,0,0,59,0,59
83802,2020-03-27,Friday,2020,24867,C0095716,Fleet,Northeast Southwest Logistics,Bakersfield,CA,"[""dryvan"", ""poweronly""]",6.0,not specified,no,Other,2019-06-24 19:10:32+00:00,2019-06-24 19:11:30+00:00,0.0,no,,2019-06-27,2020-03-27,1,24,0,24,4,0,4
83803,2017-12-07,Thursday,2017,6258,U0095633,Owner Operator,PSI ,Maywood,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-05-03 22:06:58+00:00,2019-07-01 19:57:33+00:00,788.0,no,,2017-05-05,2017-12-07,1,21,0,21,3,0,3
83804,2018-12-19,Wednesday,2018,17094,U0104947,Owner Operator,Up Trucking,Rowland Heights,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-12-13 20:07:39+00:00,2018-12-13 21:15:28+00:00,0.0,no,,2018-12-15,2018-12-19,1,18,0,18,1,0,1
83805,2017-11-13,Monday,2017,520,U0090522,Owner Operator,C.Flores Trucking,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-03-05 21:04:04+00:00,,,no,,2017-07-05,2017-11-13,1,4,0,4,12,0,12
83806,2017-03-21,Tuesday,2017,4723,C0090392,Fleet,Roadrunner Transportation,Los Angeles,CA,"[""dryvan""]",88.0,not specified,no,Other,2017-01-10 17:01:27+00:00,,,no,,2017-01-26,2017-03-21,3,0,0,0,8,0,8
83807,2019-01-04,Friday,2019,12899,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-07-23,2019-01-04,1,37,0,37,63,0,63
83808,2019-07-22,Monday,2019,25909,C0095171,Fleet,FTS EXPRESS INC,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,no,Other,2019-05-02 22:28:07+00:00,2019-05-02 22:32:22+00:00,0.0,no,,2019-07-22,2019-07-22,1,2,0,2,66,0,66
83809,2019-11-20,Wednesday,2019,8087,U0097243,Owner Operator,Ei Cali Express Inc,Paramount,CA,"[""boxtruck""]",1.0,not specified,no,Other,2017-10-01 23:06:57+00:00,2020-04-27 18:09:29+00:00,938.0,no,,2017-12-22,2019-11-20,2,29,0,29,200,0,200
83810,2019-08-11,Sunday,2019,12900,U0101304,Owner Operator,Cross Land Transport LLC,Sacramento,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-07-20 01:25:39+00:00,2019-05-01 16:53:28+00:00,285.0,no,,2019-07-12,2019-08-11,1,0,0,0,63,0,63
